TIME,GEO,NACE_R2,Emissions
2012,Italy,Construction,6012469.07
2012,Italy,Wholesale and retail trade; repair of motor vehicles and motorcycles,15773220.97
2012,Italy,Transportation and storage,40510252.07
2012,Italy,Accommodation and food service activities,2878401.48
2012,Italy,Information and communication,346400.85
2012,Italy,Financial and insurance activities,507660.27
2012,Italy,Real estate activities,508836.5
2012,Italy,"Professional, scientific and technical activities",1567977.32
2012,Italy,Administrative and support service activities,1162460.79
2012,Italy,Public administration and defence; compulsory social security,1929642.07
2012,Italy,Education,1299167.11
2012,Italy,Human health and social work activities,4405760.99
2012,Italy,"Arts, entertainment and recreation",621429.91
2012,Italy,Other service activities,738211.32
2012,Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,93368.14
2012,Italy,Activities of extraterritorial organisations and bodies,0.0
2012,Cyprus,Total - all NACE activities,6867934.29
2012,Cyprus,"Agriculture, forestry and fishing",582195.42
2012,Cyprus,Mining and quarrying,25791.52
2012,Cyprus,Manufacturing,1096920.54
2012,Cyprus,"Electricity, gas, steam and air conditioning supply",3561478.08
2012,Cyprus,"Water supply; sewerage, waste management and remediation activities",519076.86
2012,Cyprus,Construction,106770.11
2012,Cyprus,Wholesale and retail trade; repair of motor vehicles and motorcycles,166666.24
2012,Cyprus,Transportation and storage,547650.73
2012,Cyprus,Accommodation and food service activities,32995.61
2012,Cyprus,Information and communication,13447.18
2012,Cyprus,Financial and insurance activities,12006.0
2012,Cyprus,Real estate activities,3179.51
2012,Cyprus,"Professional, scientific and technical activities",29009.15
2012,Cyprus,Administrative and support service activities,43169.92
2012,Cyprus,Public administration and defence; compulsory social security,76563.11
2012,Cyprus,Education,12680.19
2012,Cyprus,Human health and social work activities,12923.05
2012,Cyprus,"Arts, entertainment and recreation",9540.05
2012,Cyprus,Other service activities,15870.95
2012,Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.07
2012,Cyprus,Activities of extraterritorial organisations and bodies,0.0
2012,Latvia,Total - all NACE activities,10722518.44
2012,Latvia,"Agriculture, forestry and fishing",3098565.2
2012,Latvia,Mining and quarrying,37667.14
2012,Latvia,Manufacturing,1631568.26
2012,Latvia,"Electricity, gas, steam and air conditioning supply",1966570.91
2012,Latvia,"Water supply; sewerage, waste management and remediation activities",617672.24
2012,Latvia,Construction,263259.27
2012,Latvia,Wholesale and retail trade; repair of motor vehicles and motorcycles,291930.85
2012,Latvia,Transportation and storage,2307943.1
2012,Latvia,Accommodation and food service activities,12959.2
2012,Latvia,Information and communication,14437.13
2012,Latvia,Financial and insurance activities,7285.94
2012,Latvia,Real estate activities,97964.6
2012,Latvia,"Professional, scientific and technical activities",39958.99
2012,Latvia,Administrative and support service activities,71710.06
2012,Latvia,Public administration and defence; compulsory social security,119462.76
2012,Latvia,Education,24168.24
2012,Latvia,Human health and social work activities,48373.48
2012,Latvia,"Arts, entertainment and recreation",11760.4
2012,Latvia,Other service activities,59260.67
2012,Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Latvia,Activities of extraterritorial organisations and bodies,0.0
2012,Lithuania,Total - all NACE activities,21480084.94
2012,Lithuania,"Agriculture, forestry and fishing",4667252.67
2012,Lithuania,Mining and quarrying,12806.47
2012,Lithuania,Manufacturing,6207703.5
2012,Lithuania,"Electricity, gas, steam and air conditioning supply",3240730.16
2012,Lithuania,"Water supply; sewerage, waste management and remediation activities",1235442.43
2012,Lithuania,Construction,84096.92
2012,Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,174388.99
2012,Lithuania,Transportation and storage,5584482.89
2012,Lithuania,Accommodation and food service activities,14834.7
2012,Lithuania,Information and communication,12917.93
2012,Lithuania,Financial and insurance activities,8720.25
2012,Lithuania,Real estate activities,14787.84
2012,Lithuania,"Professional, scientific and technical activities",24255.72
2012,Lithuania,Administrative and support service activities,19419.77
2012,Lithuania,Public administration and defence; compulsory social security,50190.17
2012,Lithuania,Education,59012.44
2012,Lithuania,Human health and social work activities,42829.78
2012,Lithuania,"Arts, entertainment and recreation",10408.53
2012,Lithuania,Other service activities,14667.66
2012,Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1136.11
2012,Lithuania,Activities of extraterritorial organisations and bodies,0.0
2012,Luxembourg,Total - all NACE activities,7585288.24
2012,Luxembourg,"Agriculture, forestry and fishing",697408.47
2012,Luxembourg,Mining and quarrying,4627.28
2012,Luxembourg,Manufacturing,1526766.35
2012,Luxembourg,"Electricity, gas, steam and air conditioning supply",1193203.3
2012,Luxembourg,"Water supply; sewerage, waste management and remediation activities",101666.2
2012,Luxembourg,Construction,157363.0
2012,Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,222101.76
2012,Luxembourg,Transportation and storage,3196499.82
2012,Luxembourg,Accommodation and food service activities,30884.83
2012,Luxembourg,Information and communication,42615.86
2012,Luxembourg,Financial and insurance activities,177284.32
2012,Luxembourg,Real estate activities,25628.03
2012,Luxembourg,"Professional, scientific and technical activities",32910.09
2012,Luxembourg,Administrative and support service activities,34463.75
2012,Luxembourg,Public administration and defence; compulsory social security,30090.92
2012,Luxembourg,Education,36067.17
2012,Luxembourg,Human health and social work activities,44701.78
2012,Luxembourg,"Arts, entertainment and recreation",22025.49
2012,Luxembourg,Other service activities,8979.82
2012,Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Luxembourg,Activities of extraterritorial organisations and bodies,0.0
2012,Hungary,Total - all NACE activities,47854007.98
2012,Hungary,"Agriculture, forestry and fishing",7523668.84
2012,Hungary,Mining and quarrying,817973.13
2012,Hungary,Manufacturing,9142212.13
2012,Hungary,"Electricity, gas, steam and air conditioning supply",15884599.85
2012,Hungary,"Water supply; sewerage, waste management and remediation activities",4306598.8
2012,Hungary,Construction,684745.49
2012,Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,1818294.09
2012,Hungary,Transportation and storage,4011958.27
2012,Hungary,Accommodation and food service activities,153034.75
2012,Hungary,Information and communication,425416.62
2012,Hungary,Financial and insurance activities,287316.29
2012,Hungary,Real estate activities,498103.2
2012,Hungary,"Professional, scientific and technical activities",368270.63
2012,Hungary,Administrative and support service activities,455837.64
2012,Hungary,Public administration and defence; compulsory social security,703350.57
2012,Hungary,Education,266394.89
2012,Hungary,Human health and social work activities,305294.53
2012,Hungary,"Arts, entertainment and recreation",65471.61
2012,Hungary,Other service activities,134625.85
2012,Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,840.81
2012,Hungary,Activities of extraterritorial organisations and bodies,0.0
2012,Malta,Total - all NACE activities,3974734.51
2012,Malta,"Agriculture, forestry and fishing",78808.13
2012,Malta,Mining and quarrying,3400.18
2012,Malta,Manufacturing,55419.9
2012,Malta,"Electricity, gas, steam and air conditioning supply",1390143.56
2012,Malta,"Water supply; sewerage, waste management and remediation activities",153873.44
2012,Malta,Construction,14702.72
2012,Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,36125.41
2012,Malta,Transportation and storage,2150870.46
2012,Malta,Accommodation and food service activities,5080.38
2012,Malta,Information and communication,7957.9
2012,Malta,Financial and insurance activities,3707.37
2012,Malta,Real estate activities,3551.11
2012,Malta,"Professional, scientific and technical activities",12470.72
2012,Malta,Administrative and support service activities,14376.84
2012,Malta,Public administration and defence; compulsory social security,12726.91
2012,Malta,Education,5959.21
2012,Malta,Human health and social work activities,12592.07
2012,Malta,"Arts, entertainment and recreation",6764.85
2012,Malta,Other service activities,5824.27
2012,Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,379.1
2012,Malta,Activities of extraterritorial organisations and bodies,0.0
2012,Netherlands,Total - all NACE activities,175423058.57
2012,Netherlands,"Agriculture, forestry and fishing",29026677.53
2012,Netherlands,Mining and quarrying,3185357.97
2012,Netherlands,Manufacturing,47421155.75
2012,Netherlands,"Electricity, gas, steam and air conditioning supply",44900795.63
2012,Netherlands,"Water supply; sewerage, waste management and remediation activities",7115753.67
2012,Netherlands,Construction,3250828.15
2012,Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,4366792.36
2012,Netherlands,Transportation and storage,25557109.92
2012,Netherlands,Accommodation and food service activities,1222199.16
2012,Netherlands,Information and communication,295141.73
2012,Netherlands,Financial and insurance activities,436977.38
2012,Netherlands,Real estate activities,371152.47
2012,Netherlands,"Professional, scientific and technical activities",703631.14
2012,Netherlands,Administrative and support service activities,2281622.08
2012,Netherlands,Public administration and defence; compulsory social security,1545338.44
2012,Netherlands,Education,741870.19
2012,Netherlands,Human health and social work activities,1898482.31
2012,Netherlands,"Arts, entertainment and recreation",567719.86
2012,Netherlands,Other service activities,534452.82
2012,Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Netherlands,Activities of extraterritorial organisations and bodies,0.0
2012,Austria,Total - all NACE activities,61761335.46
2012,Austria,"Agriculture, forestry and fishing",8683457.38
2012,Austria,Mining and quarrying,1014852.23
2012,Austria,Manufacturing,27044142.75
2012,Austria,"Electricity, gas, steam and air conditioning supply",9547163.68
2012,Austria,"Water supply; sewerage, waste management and remediation activities",2618013.85
2012,Austria,Construction,2541488.28
2012,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,1632742.55
2012,Austria,Transportation and storage,6456246.53
2012,Austria,Accommodation and food service activities,381824.85
2012,Austria,Information and communication,112272.49
2012,Austria,Financial and insurance activities,71382.41
2012,Austria,Real estate activities,39174.28
2012,Austria,"Professional, scientific and technical activities",207006.97
2012,Austria,Administrative and support service activities,291630.72
2012,Austria,Public administration and defence; compulsory social security,229344.67
2012,Austria,Education,399273.2
2012,Austria,Human health and social work activities,189918.81
2012,Austria,"Arts, entertainment and recreation",140669.0
2012,Austria,Other service activities,160730.82
2012,Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Austria,Activities of extraterritorial organisations and bodies,0.0
2012,Poland,Total - all NACE activities,359631026.24
2012,Poland,"Agriculture, forestry and fishing",45618412.19
2012,Poland,Mining and quarrying,19720455.46
2012,Poland,Manufacturing,65727627.21
2012,Poland,"Electricity, gas, steam and air conditioning supply",158647975.6
2012,Poland,"Water supply; sewerage, waste management and remediation activities",15468856.47
2012,Poland,Construction,1195916.16
2012,Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,13756741.42
2012,Poland,Transportation and storage,23575645.35
2012,Poland,Accommodation and food service activities,655537.55
2012,Poland,Information and communication,600814.65
2012,Poland,Financial and insurance activities,4235436.98
2012,Poland,Real estate activities,910886.98
2012,Poland,"Professional, scientific and technical activities",1131577.19
2012,Poland,Administrative and support service activities,1392246.37
2012,Poland,Public administration and defence; compulsory social security,2685475.19
2012,Poland,Education,1808942.92
2012,Poland,Human health and social work activities,1514905.74
2012,Poland,"Arts, entertainment and recreation",340210.61
2012,Poland,Other service activities,643362.19
2012,Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Poland,Activities of extraterritorial organisations and bodies,0.0
2012,Portugal,Total - all NACE activities,56719263.7
2012,Portugal,"Agriculture, forestry and fishing",8699105.0
2012,Portugal,Mining and quarrying,279661.9
2012,Portugal,Manufacturing,14709412.9
2012,Portugal,"Electricity, gas, steam and air conditioning supply",15167808.3
2012,Portugal,"Water supply; sewerage, waste management and remediation activities",6002544.5
2012,Portugal,Construction,1869963.9
2012,Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,1836124.1
2012,Portugal,Transportation and storage,5556539.1
2012,Portugal,Accommodation and food service activities,714779.6
2012,Portugal,Information and communication,67932.4
2012,Portugal,Financial and insurance activities,109314.0
2012,Portugal,Real estate activities,14879.0
2012,Portugal,"Professional, scientific and technical activities",133134.6
2012,Portugal,Administrative and support service activities,365602.8
2012,Portugal,Public administration and defence; compulsory social security,467899.4
2012,Portugal,Education,98269.3
2012,Portugal,Human health and social work activities,458899.3
2012,Portugal,"Arts, entertainment and recreation",84974.6
2012,Portugal,Other service activities,82419.0
2012,Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Portugal,Activities of extraterritorial organisations and bodies,0.0
2012,Romania,Total - all NACE activities,111581036.34
2012,Romania,"Agriculture, forestry and fishing",19767645.97
2012,Romania,Mining and quarrying,7297543.67
2012,Romania,Manufacturing,27366855.67
2012,Romania,"Electricity, gas, steam and air conditioning supply",36737879.58
2012,Romania,"Water supply; sewerage, waste management and remediation activities",6271505.21
2012,Romania,Construction,3055873.85
2012,Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,1473248.1
2012,Romania,Transportation and storage,6203020.49
2012,Romania,Accommodation and food service activities,167359.93
2012,Romania,Information and communication,292324.29
2012,Romania,Financial and insurance activities,207444.18
2012,Romania,Real estate activities,443974.38
2012,Romania,"Professional, scientific and technical activities",527844.1
2012,Romania,Administrative and support service activities,352837.86
2012,Romania,Public administration and defence; compulsory social security,417132.47
2012,Romania,Education,241056.48
2012,Romania,Human health and social work activities,338465.85
2012,Romania,"Arts, entertainment and recreation",115276.08
2012,Romania,Other service activities,303748.16
2012,Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.01
2012,Romania,Activities of extraterritorial organisations and bodies,0.0
2012,Slovenia,Total - all NACE activities,15748497.62
2012,Slovenia,"Agriculture, forestry and fishing",1912939.14
2012,Slovenia,Mining and quarrying,396958.24
2012,Slovenia,Manufacturing,2832359.56
2012,Slovenia,"Electricity, gas, steam and air conditioning supply",6253308.81
2012,Slovenia,"Water supply; sewerage, waste management and remediation activities",721765.82
2012,Slovenia,Construction,995956.92
2012,Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,625381.41
2012,Slovenia,Transportation and storage,798614.63
2012,Slovenia,Accommodation and food service activities,168899.71
2012,Slovenia,Information and communication,74030.09
2012,Slovenia,Financial and insurance activities,52682.85
2012,Slovenia,Real estate activities,75442.46
2012,Slovenia,"Professional, scientific and technical activities",216323.72
2012,Slovenia,Administrative and support service activities,174739.31
2012,Slovenia,Public administration and defence; compulsory social security,43237.43
2012,Slovenia,Education,101325.3
2012,Slovenia,Human health and social work activities,165834.84
2012,Slovenia,"Arts, entertainment and recreation",66219.18
2012,Slovenia,Other service activities,72478.22
2012,Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Slovenia,Activities of extraterritorial organisations and bodies,0.0
2012,Slovakia,Total - all NACE activities,37120308.39
2012,Slovakia,"Agriculture, forestry and fishing",2138901.05
2012,Slovakia,Mining and quarrying,586392.93
2012,Slovakia,Manufacturing,17449221.53
2012,Slovakia,"Electricity, gas, steam and air conditioning supply",6892158.91
2012,Slovakia,"Water supply; sewerage, waste management and remediation activities",1957599.52
2012,Slovakia,Construction,1952153.42
2012,Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,336722.89
2012,Slovakia,Transportation and storage,3675469.64
2012,Slovakia,Accommodation and food service activities,167471.45
2012,Slovakia,Information and communication,61333.44
2012,Slovakia,Financial and insurance activities,48810.43
2012,Slovakia,Real estate activities,284580.93
2012,Slovakia,"Professional, scientific and technical activities",437849.24
2012,Slovakia,Administrative and support service activities,170827.01
2012,Slovakia,Public administration and defence; compulsory social security,364628.54
2012,Slovakia,Education,129386.86
2012,Slovakia,Human health and social work activities,185718.59
2012,Slovakia,"Arts, entertainment and recreation",149567.42
2012,Slovakia,Other service activities,131078.34
2012,Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,436.25
2012,Slovakia,Activities of extraterritorial organisations and bodies,0.0
2012,Finland,Total - all NACE activities,58744089.69
2012,Finland,"Agriculture, forestry and fishing",8290174.4
2012,Finland,Mining and quarrying,501541.07
2012,Finland,Manufacturing,14651449.1
2012,Finland,"Electricity, gas, steam and air conditioning supply",17437680.86
2012,Finland,"Water supply; sewerage, waste management and remediation activities",3028234.6
2012,Finland,Construction,1449055.16
2012,Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,641539.2
2012,Finland,Transportation and storage,10829529.48
2012,Finland,Accommodation and food service activities,236175.57
2012,Finland,Information and communication,43346.89
2012,Finland,Financial and insurance activities,214386.09
2012,Finland,Real estate activities,114126.27
2012,Finland,"Professional, scientific and technical activities",31742.13
2012,Finland,Administrative and support service activities,283316.15
2012,Finland,Public administration and defence; compulsory social security,537393.02
2012,Finland,Education,71064.42
2012,Finland,Human health and social work activities,175791.82
2012,Finland,"Arts, entertainment and recreation",105709.55
2012,Finland,Other service activities,101833.92
2012,Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2012,Finland,Activities of extraterritorial organisations and bodies,0.0
2012,Sweden,Total - all NACE activities,54424435.36
2012,Sweden,"Agriculture, forestry and fishing",9172891.16
2012,Sweden,Mining and quarrying,942416.74
2012,Sweden,Manufacturing,15755916.77
2012,Sweden,"Electricity, gas, steam and air conditioning supply",7911813.83
2012,Sweden,"Water supply; sewerage, waste management and remediation activities",1966483.4
2012,Sweden,Construction,1946448.65
2012,Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,1720538.0
2012,Sweden,Transportation and storage,12179898.82
2012,Sweden,Accommodation and food service activities,78887.53
2012,Sweden,Information and communication,141423.83
2012,Sweden,Financial and insurance activities,88451.89
2012,Sweden,Real estate activities,237780.81
2012,Sweden,"Professional, scientific and technical activities",477999.96
2012,Sweden,Administrative and support service activities,463496.6
2012,Sweden,Public administration and defence; compulsory social security,389807.06
2012,Sweden,Education,130763.61
2012,Sweden,Human health and social work activities,512649.79
2012,Sweden,"Arts, entertainment and recreation",175502.31
2012,Sweden,Other service activities,131238.64
2012,Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,20.88
2012,Sweden,Activities of extraterritorial organisations and bodies,5.09
2012,United Kingdom,Total - all NACE activities,491059585.84
2012,United Kingdom,"Agriculture, forestry and fishing",46213319.54
2012,United Kingdom,Mining and quarrying,23043024.02
2012,United Kingdom,Manufacturing,86666016.84
2012,United Kingdom,"Electricity, gas, steam and air conditioning supply",166604992.04
2012,United Kingdom,"Water supply; sewerage, waste management and remediation activities",28548132.34
2012,United Kingdom,Construction,11640882.37
2012,United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,17059169.3
2012,United Kingdom,Transportation and storage,81883495.39
2012,United Kingdom,Accommodation and food service activities,3748714.3
2012,United Kingdom,Information and communication,1504442.4
2012,United Kingdom,Financial and insurance activities,116015.33
2012,United Kingdom,Real estate activities,734520.36
2012,United Kingdom,"Professional, scientific and technical activities",2335909.7
2012,United Kingdom,Administrative and support service activities,3007536.98
2012,United Kingdom,Public administration and defence; compulsory social security,6590442.69
2012,United Kingdom,Education,3117788.43
2012,United Kingdom,Human health and social work activities,5412338.57
2012,United Kingdom,"Arts, entertainment and recreation",1392411.33
2012,United Kingdom,Other service activities,1340606.49
2012,United Kingdom,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,99827.44
2012,United Kingdom,Activities of extraterritorial organisations and bodies,0.0
2013,European Union,Total - all NACE activities,3766344324.59
2013,European Union,"Agriculture, forestry and fishing",517249804.71
2013,European Union,Mining and quarrying,85586756.07
2013,European Union,Manufacturing,883529150.97
2013,European Union,"Electricity, gas, steam and air conditioning supply",1225880144.92
2013,European Union,"Water supply; sewerage, waste management and remediation activities",181500501.33
2013,European Union,Construction,64883541.73
2013,European Union,Wholesale and retail trade; repair of motor vehicles and motorcycles,114584727.01
2013,European Union,Transportation and storage,494171881.97
2013,European Union,Accommodation and food service activities,21293210.36
2013,European Union,Information and communication,10189604.74
2013,European Union,Financial and insurance activities,10305414.77
2013,European Union,Real estate activities,6801558.31
2013,European Union,"Professional, scientific and technical activities",21729042.04
2013,European Union,Administrative and support service activities,21050031.08
2013,European Union,Public administration and defence; compulsory social security,31539236.88
2013,European Union,Education,20940443.76
2013,European Union,Human health and social work activities,34898205.24
2013,European Union,"Arts, entertainment and recreation",9207113.68
2013,European Union,Other service activities,10669849.82
2013,European Union,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,333233.19
2013,European Union,Activities of extraterritorial organisations and bodies,872.02
2013,Belgium,Total - all NACE activities,91578026.02
2013,Belgium,"Agriculture, forestry and fishing",12053647.86
2013,Belgium,Mining and quarrying,663109.64
2013,Belgium,Manufacturing,36328664.2
2013,Belgium,"Electricity, gas, steam and air conditioning supply",17268397.53
2013,Belgium,"Water supply; sewerage, waste management and remediation activities",2708232.83
2013,Belgium,Construction,2769033.53
2013,Belgium,Wholesale and retail trade; repair of motor vehicles and motorcycles,2248991.93
2013,Belgium,Transportation and storage,10293257.78
2013,Belgium,Accommodation and food service activities,774393.89
2013,Belgium,Information and communication,352984.64
2013,Belgium,Financial and insurance activities,302207.0
2013,Belgium,Real estate activities,155286.29
2013,Belgium,"Professional, scientific and technical activities",1080898.76
2013,Belgium,Administrative and support service activities,1087869.25
2013,Belgium,Public administration and defence; compulsory social security,1146833.31
2013,Belgium,Education,545292.96
2013,Belgium,Human health and social work activities,1043988.33
2013,Belgium,"Arts, entertainment and recreation",257918.8
2013,Belgium,Other service activities,451928.61
2013,Belgium,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,45088.89
2013,Belgium,Activities of extraterritorial organisations and bodies,0.0
2013,Bulgaria,Total - all NACE activities,46200228.24
2013,Bulgaria,"Agriculture, forestry and fishing",4212252.8
2013,Bulgaria,Mining and quarrying,356914.03
2013,Bulgaria,Manufacturing,5847786.71
2013,Bulgaria,"Electricity, gas, steam and air conditioning supply",28573390.44
2013,Bulgaria,"Water supply; sewerage, waste management and remediation activities",72258.36
2013,Bulgaria,Construction,520831.04
2013,Bulgaria,Wholesale and retail trade; repair of motor vehicles and motorcycles,447485.67
2013,Bulgaria,Transportation and storage,5684443.09
2013,Bulgaria,Accommodation and food service activities,65409.02
2013,Bulgaria,Information and communication,26599.12
2013,Bulgaria,Financial and insurance activities,18353.23
2013,Bulgaria,Real estate activities,16348.47
2013,Bulgaria,"Professional, scientific and technical activities",33029.45
2013,Bulgaria,Administrative and support service activities,40331.5
2013,Bulgaria,Public administration and defence; compulsory social security,53204.81
2013,Bulgaria,Education,146274.43
2013,Bulgaria,Human health and social work activities,58934.55
2013,Bulgaria,"Arts, entertainment and recreation",13156.45
2013,Bulgaria,Other service activities,13225.09
2013,Bulgaria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2013,Bulgaria,Activities of extraterritorial organisations and bodies,0.0
2013,Czechia,Total - all NACE activities,105427320.24
2013,Czechia,"Agriculture, forestry and fishing",8358952.27
2013,Czechia,Mining and quarrying,8287235.54
2013,Czechia,Manufacturing,20515767.1
2013,Czechia,"Electricity, gas, steam and air conditioning supply",50410583.52
2013,Czechia,"Water supply; sewerage, waste management and remediation activities",5338348.39
2013,Czechia,Construction,2453770.97
2013,Czechia,Wholesale and retail trade; repair of motor vehicles and motorcycles,996765.93
2013,Czechia,Transportation and storage,6827542.81
2013,Czechia,Accommodation and food service activities,151363.62
2013,Czechia,Information and communication,88182.8
2013,Czechia,Financial and insurance activities,54870.2
2013,Czechia,Real estate activities,225603.03
2013,Czechia,"Professional, scientific and technical activities",175617.72
2013,Czechia,Administrative and support service activities,302249.71
2013,Czechia,Public administration and defence; compulsory social security,160378.68
2013,Czechia,Education,171700.56
2013,Czechia,Human health and social work activities,508111.58
2013,Czechia,"Arts, entertainment and recreation",66537.46
2013,Czechia,Other service activities,333738.34
2013,Czechia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2013,Czechia,Activities of extraterritorial organisations and bodies,0.0
2013,Denmark,Total - all NACE activities,81121142.98
2013,Denmark,"Agriculture, forestry and fishing",12220209.88
2013,Denmark,Mining and quarrying,1840957.14
2013,Denmark,Manufacturing,5704161.81
2013,Denmark,"Electricity, gas, steam and air conditioning supply",16192520.84
2013,Denmark,"Water supply; sewerage, waste management and remediation activities",2485741.23
2013,Denmark,Construction,1174290.51
2013,Denmark,Wholesale and retail trade; repair of motor vehicles and motorcycles,1174864.1
2013,Denmark,Transportation and storage,38661976.5
2013,Denmark,Accommodation and food service activities,146108.01
2013,Denmark,Information and communication,76383.93
2013,Denmark,Financial and insurance activities,54521.96
2013,Denmark,Real estate activities,113943.18
2013,Denmark,"Professional, scientific and technical activities",140052.19
2013,Denmark,Administrative and support service activities,206385.62
2013,Denmark,Public administration and defence; compulsory social security,393748.98
2013,Denmark,Education,155483.23
2013,Denmark,Human health and social work activities,245984.3
2013,Denmark,"Arts, entertainment and recreation",67512.15
2013,Denmark,Other service activities,66297.42
2013,Denmark,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2013,Denmark,Activities of extraterritorial organisations and bodies,0.0
2013,Germany,Total - all NACE activities,805161645.26
2013,Germany,"Agriculture, forestry and fishing",73339061.07
2013,Germany,Mining and quarrying,7761180.76
2013,Germany,Manufacturing,172692350.62
2013,Germany,"Electricity, gas, steam and air conditioning supply",365126130.6
2013,Germany,"Water supply; sewerage, waste management and remediation activities",23492418.82
2013,Germany,Construction,10284651.6
2013,Germany,Wholesale and retail trade; repair of motor vehicles and motorcycles,20385533.29
2013,Germany,Transportation and storage,89611075.68
2013,Germany,Accommodation and food service activities,4152474.75
2013,Germany,Information and communication,3631699.41
2013,Germany,Financial and insurance activities,2101704.51
2013,Germany,Real estate activities,1147426.06
2013,Germany,"Professional, scientific and technical activities",8501906.1
2013,Germany,Administrative and support service activities,938217.21
2013,Germany,Public administration and defence; compulsory social security,6588141.25
2013,Germany,Education,3932068.77
2013,Germany,Human health and social work activities,6869204.5
2013,Germany,"Arts, entertainment and recreation",1988945.17
2013,Germany,Other service activities,2617455.08
2013,Germany,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2013,Germany,Activities of extraterritorial organisations and bodies,0.0
2013,Estonia,Total - all NACE activities,21498178.68
2013,Estonia,"Agriculture, forestry and fishing",1523639.99
2013,Estonia,Mining and quarrying,115447.34
2013,Estonia,Manufacturing,2084429.46
2013,Estonia,"Electricity, gas, steam and air conditioning supply",14497474.1
2013,Estonia,"Water supply; sewerage, waste management and remediation activities",460587.78
2013,Estonia,Construction,176725.18
2013,Estonia,Wholesale and retail trade; repair of motor vehicles and motorcycles,206435.02
2013,Estonia,Transportation and storage,1877398.55
2013,Estonia,Accommodation and food service activities,46309.5
2013,Estonia,Information and communication,14516.51
2013,Estonia,Financial and insurance activities,5658.33
2013,Estonia,Real estate activities,78380.42
2013,Estonia,"Professional, scientific and technical activities",34416.22
2013,Estonia,Administrative and support service activities,28794.3
2013,Estonia,Public administration and defence; compulsory social security,195061.59
2013,Estonia,Education,53259.34
2013,Estonia,Human health and social work activities,36772.66
2013,Estonia,"Arts, entertainment and recreation",36983.43
2013,Estonia,Other service activities,25888.98
2013,Estonia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0
2013,Estonia,Activities of extraterritorial organisations and bodies,0.0
2013,Ireland,Total - all NACE activities,51339097.58
2013,Ireland,"Agriculture, forestry and fishing",19247898.05
2013,Ireland,Mining and quarrying,210709.05
2013,Ireland,Manufacturing,6335912.94
2013,Ireland,"Electricity, gas, steam and air conditioning supply",10946055.4
2013,Ireland,"Water supply; sewerage, waste management and remediation activities",905216.02
2013,Ireland,Construction,310244.45
2013,Ireland,Wholesale and retail trade; repair of motor vehicles and motorcycles,917471.85
2013,Ireland,Transportation and storage,9960299.21
2013,Ireland,Accommodation and food service activities,306273.1
2013,Ireland,Information and communication,135749.14
2013,Ireland,Financial and insurance activities,48615.78
2013,Ireland,Real estate activities,37138.89
2013,Ireland,"Professional, scientific and technical activities",238354.07
2013,Ireland,Administrative and support service activities,195050.7
2013,Ireland,Public administration and defence; compulsory social security,592936.13
2013,Ireland,Education,303359.28
